invoice_id,msme_id,invoice_amount,buyer_type,buyer_industry,invoice_date,due_date,payment_term_days,historical_payment_delay_days,seller_credit_score,invoice_frequency,payment_status,risk_label,risk_score,msme_credit_score,msme_credit_label,msme_industry
INV0001356,MSME002037,4711211.21,Retail,Healthcare,2025-11-11 17:27:56.061330,2026-01-10 17:27:56.061330,60,55,71.71,1,Paid_OnTime,Medium,59.58,71.71,Approve,Textile
INV0001357,MSME000342,3285581.3,SME,IT Services,2025-10-26 17:27:56.061330,2025-12-25 17:27:56.061330,60,75,66.6,1,Defaulted,High,68.49,66.6,Review,Textile
INV0001358,MSME001397,3721043.91,SME,Healthcare,2026-01-03 17:27:56.061330,2026-04-03 17:27:56.061330,90,48,53.15,1,Paid_OnTime,Low,33.38,53.15,Review,Services
INV0001359,MSME004413,1989724.14,SME,Real Estate,2025-12-20 17:27:56.061330,2026-02-18 17:27:56.061330,60,47,75.37,1,Paid_OnTime,Medium,53.74,75.37,Approve,Food & Beverage
INV0001360,MSME004575,4032267.83,Large Corporate,IT Services,2025-10-04 17:27:56.061330,2025-11-03 17:27:56.061330,30,16,51.02,2,Paid_OnTime,Low,23.05,51.02,Review,Manufacturing
INV0001361,MSME003844,1561496.52,Government,Manufacturing,2026-02-18 17:27:56.061330,2026-04-19 17:27:56.061330,60,74,74.95,1,Paid_OnTime,Medium,38.44,74.95,Approve,Food & Beverage
INV0001362,MSME000691,2789774.45,Government,Automotive,2026-03-16 17:27:56.061330,2026-04-15 17:27:56.061330,30,67,82.52,2,Paid_Late,Medium,49.35,82.52,Approve,Services
INV0001363,MSME001054,3390403.06,Retail,Government,2025-12-21 17:27:56.061330,2026-03-21 17:27:56.061330,90,58,67.28,1,Paid_OnTime,Medium,64.23,67.28,Review,Textile
INV0001364,MSME003026,3780967.32,Government,Retail,2026-01-20 17:27:56.061330,2026-02-19 17:27:56.061330,30,65,73.77,2,Paid_OnTime,Medium,53.55,73.77,Approve,Retail
INV0001365,MSME004785,404345.69,Government,IT Services,2025-12-15 17:27:56.061330,2026-01-14 17:27:56.061330,30,76,53.58,1,Paid_OnTime,Low,28.61,53.58,Review,Retail
INV0001366,MSME000863,4250618.5,Large Corporate,Manufacturing,2025-11-04 17:27:56.061330,2025-12-04 17:27:56.061330,30,37,62.44,2,Paid_Late,Medium,38.14,62.44,Review,Retail
INV0001367,MSME003412,594269.82,Large Corporate,Real Estate,2025-11-24 17:27:56.061330,2025-12-24 17:27:56.061330,30,39,68.34,2,Paid_OnTime,Low,18.84,68.34,Review,Food & Beverage
INV0001368,MSME003198,889885.68,Large Corporate,Healthcare,2025-12-10 17:27:56.061330,2026-03-10 17:27:56.061330,90,37,80.78,1,Paid_Late,Low,30.36,80.78,Approve,Services
INV0001369,MSME003273,3794362.84,Government,IT Services,2026-02-08 17:27:56.061330,2026-03-10 17:27:56.061330,30,60,38.67,3,Paid_Late,Medium,63.11,38.67,Reject,Textile
INV0001370,MSME004126,3558943.81,Government,Retail,2025-10-28 17:27:56.061330,2025-11-27 17:27:56.061330,30,63,45.93,1,Defaulted,Medium,48.11,45.93,Review,Manufacturing
INV0001371,MSME003537,4809418.83,Retail,FMCG,2025-10-17 17:27:56.061330,2026-01-15 17:27:56.061330,90,35,86.41,1,Paid_OnTime,Medium,50.58,86.41,Approve,Manufacturing
INV0001372,MSME002693,3869214.86,Retail,Government,2026-03-03 17:27:56.061330,2026-04-02 17:27:56.061330,30,38,71.83,1,Paid_OnTime,Medium,52.02,71.83,Approve,Services
INV0001373,MSME000862,3165734.04,Retail,FMCG,2025-10-22 17:27:56.061330,2026-01-20 17:27:56.061330,90,29,51.72,2,Paid_OnTime,Medium,64.14,51.72,Review,Food & Beverage
INV0001374,MSME004770,1941040.51,Government,Retail,2026-02-14 17:27:56.061330,2026-03-16 17:27:56.061330,30,85,57.96,3,Paid_OnTime,Low,19.47,57.96,Review,Services
INV0001375,MSME003743,1702672.05,SME,Government,2026-02-13 17:27:56.061330,2026-05-14 17:27:56.061330,90,52,46.74,1,Paid_OnTime,Medium,55.46,46.74,Review,Food & Beverage
INV0001376,MSME003254,4752727.95,Large Corporate,Real Estate,2025-11-20 17:27:56.061330,2026-01-19 17:27:56.061330,60,27,82.62,2,Paid_Late,Medium,46.32,82.62,Approve,Textile
INV0001377,MSME002313,3302095.32,Large Corporate,Retail,2026-02-09 17:27:56.061330,2026-03-11 17:27:56.061330,30,15,54.96,3,Paid_OnTime,Low,32.63,54.96,Review,Manufacturing
INV0001378,MSME001294,3954209.42,SME,Healthcare,2025-12-01 17:27:56.061330,2026-01-30 17:27:56.061330,60,64,59.54,2,Paid_Late,Medium,56.17,59.54,Review,Services
INV0001379,MSME004687,1405277.68,Large Corporate,Government,2025-10-13 17:27:56.061330,2025-11-12 17:27:56.061330,30,42,61.88,1,Paid_Late,Low,23.12,61.88,Review,Services
INV0001380,MSME003991,203267.76,Retail,IT Services,2025-10-24 17:27:56.061330,2026-01-22 17:27:56.061330,90,55,87.47,1,Paid_OnTime,Medium,50.37,87.47,Approve,Retail
INV0001381,MSME001319,207727.83,Large Corporate,Automotive,2026-01-03 17:27:56.061330,2026-04-03 17:27:56.061330,90,44,63.64,1,Paid_OnTime,Low,31.52,63.64,Review,Retail
INV0001382,MSME001001,4733227.62,Government,Automotive,2025-12-15 17:27:56.061330,2026-03-15 17:27:56.061330,90,88,88.33,1,Paid_Late,Medium,53.62,88.33,Approve,Manufacturing
INV0001383,MSME000918,4321226.2,SME,Healthcare,2026-02-24 17:27:56.061330,2026-05-25 17:27:56.061330,90,54,77.48,1,Paid_Late,Medium,47.26,77.48,Approve,Manufacturing
INV0001384,MSME003106,1097606.03,Large Corporate,Healthcare,2025-11-27 17:27:56.061330,2026-02-25 17:27:56.061330,90,17,56.72,2,Paid_Late,Medium,38.31,56.72,Review,Textile
INV0001385,MSME002647,736044.19,Retail,Real Estate,2026-01-15 17:27:56.061330,2026-03-16 17:27:56.061330,60,38,79.79,3,Paid_OnTime,Low,29.19,79.79,Approve,Textile
INV0001386,MSME002939,269432.71,Government,Automotive,2025-10-29 17:27:56.061330,2025-11-28 17:27:56.061330,30,85,73.66,2,Paid_OnTime,Medium,46.76,73.66,Approve,Retail
INV0001387,MSME002310,4278931.88,SME,Manufacturing,2026-01-04 17:27:56.061330,2026-03-05 17:27:56.061330,60,47,73.89,4,Paid_OnTime,Medium,37.97,73.89,Approve,Retail
INV0001388,MSME002747,2321467.27,SME,Healthcare,2025-10-09 17:27:56.061330,2026-01-07 17:27:56.061330,90,65,45.33,2,Defaulted,Medium,39.24,45.33,Review,Food & Beverage
INV0001389,MSME004725,1691263.89,Large Corporate,IT Services,2025-12-22 17:27:56.061330,2026-02-20 17:27:56.061330,60,28,47.57,1,Paid_OnTime,Low,25.36,47.57,Review,Retail
INV0001390,MSME000132,3051258.01,Government,Automotive,2025-10-07 17:27:56.061330,2025-11-06 17:27:56.061330,30,65,64.77,2,Paid_OnTime,Medium,46.42,64.77,Review,Services
INV0001391,MSME004224,3787982.68,Large Corporate,FMCG,2026-02-10 17:27:56.061330,2026-04-11 17:27:56.061330,60,33,79.98,1,Paid_OnTime,Medium,36.23,79.98,Approve,Manufacturing
INV0001392,MSME003786,4578895.89,SME,Government,2025-11-04 17:27:56.061330,2025-12-04 17:27:56.061330,30,75,47.31,1,Defaulted,High,72.8,47.31,Review,Textile
INV0001393,MSME003174,3522999.44,Retail,Retail,2026-03-02 17:27:56.061330,2026-04-01 17:27:56.061330,30,47,82.41,1,Defaulted,High,70.0,82.41,Approve,Food & Beverage
INV0001394,MSME004068,286785.38,SME,Retail,2026-02-07 17:27:56.061330,2026-03-09 17:27:56.061330,30,56,67.65,2,Paid_Late,Medium,56.01,67.65,Review,Services
INV0001395,MSME003724,1531120.88,SME,Manufacturing,2026-02-01 17:27:56.061330,2026-03-03 17:27:56.061330,30,63,78.65,2,Defaulted,Medium,40.6,78.65,Approve,Services
INV0001396,MSME000261,4648387.94,Government,Real Estate,2025-11-18 17:27:56.061330,2025-12-18 17:27:56.061330,30,76,62.95,1,Defaulted,Medium,64.3,62.95,Review,Food & Beverage
INV0001397,MSME004584,2760675.61,Government,Real Estate,2025-11-18 17:27:56.061330,2026-01-17 17:27:56.061330,60,69,73.41,2,Paid_OnTime,Low,24.18,73.41,Approve,Manufacturing
INV0001398,MSME001734,4828945.5,Government,Retail,2025-12-26 17:27:56.061330,2026-03-26 17:27:56.061330,90,75,50.79,1,Paid_Late,Medium,54.96,50.79,Review,Services
INV0001399,MSME003609,4897953.73,Retail,Manufacturing,2026-01-28 17:27:56.061330,2026-02-27 17:27:56.061330,30,35,50.64,1,Paid_OnTime,Low,29.59,50.64,Review,Textile
INV0001400,MSME004199,2757910.73,Government,Manufacturing,2025-10-20 17:27:56.061330,2025-11-19 17:27:56.061330,30,80,57.93,1,Paid_Late,High,65.95,57.93,Review,Retail
INV0001401,MSME002504,3194659.69,Government,Healthcare,2025-10-05 17:27:56.061330,2025-12-04 17:27:56.061330,60,67,67.54,1,Paid_Late,Medium,53.27,67.54,Review,Textile
INV0001402,MSME001844,1455782.4,Government,Healthcare,2026-02-10 17:27:56.061330,2026-03-12 17:27:56.061330,30,68,41.94,3,Paid_Late,Medium,49.01,41.94,Reject,Textile
INV0001403,MSME000336,3399008.11,Large Corporate,Healthcare,2025-11-15 17:27:56.061330,2026-01-14 17:27:56.061330,60,33,64.05,3,Paid_Late,Medium,51.35,64.05,Review,Retail
INV0001404,MSME004841,4130488.09,Retail,Manufacturing,2025-10-05 17:27:56.061330,2025-12-04 17:27:56.061330,60,50,65.16,1,Paid_OnTime,Medium,58.97,65.16,Review,Services
INV0001405,MSME003011,1437121.6,Government,Government,2026-02-07 17:27:56.061330,2026-05-08 17:27:56.061330,90,84,61.64,1,Paid_Late,Medium,60.99,61.64,Review,Services
INV0001406,MSME001107,4525277.94,Government,Retail,2026-02-27 17:27:56.061330,2026-03-29 17:27:56.061330,30,61,69.75,2,Paid_OnTime,Medium,39.55,69.75,Review,Retail
INV0001407,MSME001869,1291905.28,Large Corporate,Real Estate,2025-11-18 17:27:56.061330,2026-02-16 17:27:56.061330,90,23,68.63,4,Defaulted,Low,14.6,68.63,Review,Services
INV0001408,MSME003974,3265246.2,SME,Real Estate,2025-12-11 17:27:56.061330,2026-02-09 17:27:56.061330,60,74,62.61,2,Paid_Late,Medium,53.29,62.61,Review,Textile
INV0001409,MSME004839,4719724.59,SME,Retail,2026-02-22 17:27:56.061330,2026-03-24 17:27:56.061330,30,69,80.68,1,Paid_Late,Medium,40.13,80.68,Approve,Food & Beverage
INV0001410,MSME004649,1892508.52,SME,Real Estate,2026-02-15 17:27:56.061330,2026-03-17 17:27:56.061330,30,46,77.56,1,Paid_OnTime,Medium,48.11,77.56,Approve,Food & Beverage
INV0001411,MSME001725,3092257.45,SME,Government,2026-01-18 17:27:56.061330,2026-02-17 17:27:56.061330,30,61,55.69,1,Paid_Late,High,74.87,55.69,Review,Food & Beverage
INV0001412,MSME000774,147479.97,Retail,Healthcare,2026-02-07 17:27:56.061330,2026-03-09 17:27:56.061330,30,31,73.18,1,Paid_OnTime,Low,22.59,73.18,Approve,Textile
INV0001413,MSME003825,4038510.6,Government,Real Estate,2025-11-15 17:27:56.061330,2025-12-15 17:27:56.061330,30,75,76.39,2,Paid_Late,Medium,42.56,76.39,Approve,Textile
INV0001414,MSME001458,2193556.79,Government,Retail,2026-01-20 17:27:56.061330,2026-03-21 17:27:56.061330,60,81,59.48,1,Paid_OnTime,Medium,59.35,59.48,Review,Retail
INV0001415,MSME002023,3739485.61,Large Corporate,Real Estate,2025-11-29 17:27:56.061330,2025-12-29 17:27:56.061330,30,19,76.19,1,Paid_OnTime,Low,21.65,76.19,Approve,Manufacturing
INV0001416,MSME001209,4165425.46,SME,Retail,2025-10-30 17:27:56.061330,2025-11-29 17:27:56.061330,30,52,59.46,1,Paid_OnTime,High,65.5,59.46,Review,Services
INV0001417,MSME000419,2258863.92,Government,IT Services,2025-11-11 17:27:56.061330,2026-01-10 17:27:56.061330,60,86,82.01,3,Paid_Late,Medium,49.93,82.01,Approve,Manufacturing
INV0001418,MSME001136,3556241.97,Retail,Healthcare,2025-11-09 17:27:56.061330,2025-12-09 17:27:56.061330,30,30,83.45,2,Paid_OnTime,Medium,43.63,83.45,Approve,Retail
INV0001419,MSME004113,2378261.24,Large Corporate,Real Estate,2025-11-11 17:27:56.061330,2026-01-10 17:27:56.061330,60,23,34.19,1,Paid_OnTime,Medium,53.43,34.19,Reject,Textile
INV0001420,MSME000170,4717230.74,Retail,Retail,2026-03-22 17:27:56.061330,2026-05-21 17:27:56.061330,60,43,83.7,1,Paid_OnTime,Low,33.29,83.7,Approve,Food & Beverage
INV0001421,MSME000375,4659915.88,Government,Government,2025-10-05 17:27:56.061330,2025-11-04 17:27:56.061330,30,73,66.89,2,Paid_Late,High,73.71,66.89,Review,Food & Beverage
INV0001422,MSME003498,3170647.36,Government,Manufacturing,2025-11-30 17:27:56.061330,2025-12-30 17:27:56.061330,30,62,53.77,1,Paid_OnTime,Medium,54.52,53.77,Review,Retail
INV0001423,MSME001561,4301013.02,Retail,Government,2025-11-01 17:27:56.061330,2025-12-01 17:27:56.061330,30,44,64.99,2,Defaulted,High,68.05,64.99,Review,Food & Beverage
INV0001424,MSME004027,3054474.29,SME,Manufacturing,2025-11-14 17:27:56.061330,2026-01-13 17:27:56.061330,60,59,66.19,1,Defaulted,High,72.2,66.19,Review,Services
INV0001425,MSME004614,4175392.47,Retail,Healthcare,2025-12-28 17:27:56.061330,2026-03-28 17:27:56.061330,90,53,89.87,2,Paid_Late,Medium,39.27,89.87,Approve,Textile
INV0001426,MSME002318,1063970.61,Retail,Government,2026-02-28 17:27:56.061330,2026-03-30 17:27:56.061330,30,36,67.25,2,Paid_OnTime,Medium,36.78,67.25,Review,Food & Beverage
INV0001427,MSME001315,2458653.34,Government,IT Services,2025-12-05 17:27:56.061330,2026-01-04 17:27:56.061330,30,80,88.38,1,Paid_OnTime,Medium,38.94,88.38,Approve,Textile
INV0001428,MSME002118,1193797.64,Government,Automotive,2026-03-15 17:27:56.061330,2026-05-14 17:27:56.061330,60,68,68.67,2,Paid_OnTime,Low,32.48,68.67,Review,Manufacturing
INV0001429,MSME004872,4578983.05,SME,Retail,2026-02-13 17:27:56.061330,2026-05-14 17:27:56.061330,90,60,79.85,1,Defaulted,Medium,52.64,79.85,Approve,Manufacturing
INV0001430,MSME004252,3395045.11,Retail,Automotive,2026-01-06 17:27:56.061330,2026-02-05 17:27:56.061330,30,58,74.93,1,Paid_OnTime,Medium,54.02,74.93,Approve,Textile
INV0001431,MSME004123,4285418.3,SME,Automotive,2025-12-11 17:27:56.061330,2026-01-10 17:27:56.061330,30,59,59.69,1,Paid_OnTime,Medium,63.72,59.69,Review,Retail
INV0001432,MSME003199,13762.66,Government,Real Estate,2026-02-09 17:27:56.061330,2026-04-10 17:27:56.061330,60,89,68.75,1,Paid_OnTime,Medium,56.21,68.75,Review,Services
INV0001433,MSME000557,2580300.35,Retail,IT Services,2026-01-19 17:27:56.061330,2026-02-18 17:27:56.061330,30,51,56.88,2,Paid_Late,Medium,63.15,56.88,Review,Textile
INV0001434,MSME001889,1416601.72,SME,Government,2026-01-25 17:27:56.061330,2026-03-26 17:27:56.061330,60,49,71.39,1,Paid_OnTime,Medium,54.95,71.39,Approve,Retail
INV0001435,MSME002394,4084804.83,Retail,Real Estate,2026-01-07 17:27:56.061330,2026-02-06 17:27:56.061330,30,55,85.61,1,Paid_Late,Medium,54.51,85.61,Approve,Services
INV0001436,MSME004985,3493718.24,Government,Real Estate,2025-10-30 17:27:56.061330,2025-12-29 17:27:56.061330,60,83,46.74,1,Defaulted,High,83.05,46.74,Review,Food & Beverage
INV0001437,MSME001212,2210703.89,Retail,Automotive,2026-01-13 17:27:56.061330,2026-03-14 17:27:56.061330,60,58,50.03,1,Paid_Late,Medium,54.64,50.03,Review,Services
INV0001438,MSME003641,3382082.82,SME,Manufacturing,2026-01-27 17:27:56.061330,2026-04-27 17:27:56.061330,90,59,65.98,3,Paid_Late,Medium,61.49,65.98,Review,Manufacturing
INV0001439,MSME004796,2956852.85,Government,Automotive,2025-10-29 17:27:56.061330,2026-01-27 17:27:56.061330,90,67,58.2,1,Paid_OnTime,Medium,55.15,58.2,Review,Manufacturing
INV0001440,MSME001375,648246.29,Retail,IT Services,2026-03-01 17:27:56.061330,2026-03-31 17:27:56.061330,30,32,98.59,2,Paid_OnTime,Low,32.49,98.59,Approve,Textile
INV0001441,MSME004180,3984709.98,Large Corporate,IT Services,2026-03-18 17:27:56.061330,2026-05-17 17:27:56.061330,60,44,79.76,1,Paid_OnTime,Low,31.48,79.76,Approve,Textile
INV0001442,MSME000383,2153819.44,SME,Automotive,2025-10-23 17:27:56.061330,2025-11-22 17:27:56.061330,30,54,74.98,2,Paid_Late,High,65.44,74.98,Approve,Services
INV0001443,MSME003808,34846.37,Large Corporate,Manufacturing,2025-12-04 17:27:56.061330,2026-02-02 17:27:56.061330,60,26,85.29,2,Paid_OnTime,Low,18.91,85.29,Approve,Retail
INV0001444,MSME000278,1207882.41,Government,Automotive,2026-02-08 17:27:56.061330,2026-05-09 17:27:56.061330,90,73,70.61,1,Paid_OnTime,Medium,53.09,70.61,Approve,Food & Beverage
INV0001445,MSME003608,1020912.35,Government,Retail,2026-01-15 17:27:56.061330,2026-02-14 17:27:56.061330,30,64,72.29,3,Paid_OnTime,Medium,54.21,72.29,Approve,Manufacturing
INV0001446,MSME002866,3278348.61,SME,Healthcare,2026-01-04 17:27:56.061330,2026-02-03 17:27:56.061330,30,72,44.78,1,Paid_Late,Medium,63.84,44.78,Reject,Services
INV0001447,MSME003906,2543746.13,SME,FMCG,2025-11-11 17:27:56.061330,2026-01-10 17:27:56.061330,60,62,67.59,1,Paid_Late,Medium,63.04,67.59,Review,Manufacturing
INV0001448,MSME001788,3706039.15,Retail,Government,2025-12-08 17:27:56.061330,2026-01-07 17:27:56.061330,30,32,78.27,1,Paid_OnTime,Low,33.77,78.27,Approve,Textile
INV0001449,MSME004993,2514407.12,Large Corporate,Healthcare,2026-01-31 17:27:56.061330,2026-03-02 17:27:56.061330,30,41,78.67,1,Paid_OnTime,Low,28.0,78.67,Approve,Retail
INV0001450,MSME002527,1881770.8,Retail,IT Services,2026-03-19 17:27:56.061330,2026-06-17 17:27:56.061330,90,39,69.62,1,Paid_Late,Medium,57.72,69.62,Review,Services
INV0001451,MSME000385,1409428.7,Large Corporate,Retail,2025-12-27 17:27:56.061330,2026-01-26 17:27:56.061330,30,23,71.11,1,Paid_OnTime,Low,6.73,71.11,Approve,Retail
INV0001452,MSME001005,3914883.9,SME,IT Services,2025-12-09 17:27:56.061330,2026-02-07 17:27:56.061330,60,75,81.13,2,Paid_Late,High,68.52,81.13,Approve,Manufacturing
INV0001453,MSME004576,902476.37,SME,Government,2025-11-16 17:27:56.061330,2026-01-15 17:27:56.061330,60,59,89.7,3,Paid_Late,Medium,55.32,89.7,Approve,Services
INV0001454,MSME002201,2274444.78,SME,Automotive,2025-10-16 17:27:56.061330,2025-11-15 17:27:56.061330,30,62,67.97,1,Paid_OnTime,Medium,57.42,67.97,Review,Services
INV0001455,MSME000562,4999079.05,Government,Automotive,2026-03-05 17:27:56.061330,2026-05-04 17:27:56.061330,60,66,43.63,1,Paid_OnTime,High,67.26,43.63,Reject,Services
INV0001456,MSME002489,2951781.87,Large Corporate,Real Estate,2026-02-14 17:27:56.061330,2026-04-15 17:27:56.061330,60,41,64.08,1,Paid_OnTime,Medium,38.14,64.08,Review,Services
INV0001457,MSME001394,924680.6,Government,Automotive,2026-01-06 17:27:56.061330,2026-04-06 17:27:56.061330,90,67,65.09,1,Paid_Late,Medium,50.06,65.09,Review,Manufacturing
INV0001458,MSME001532,1119587.95,SME,Government,2025-10-13 17:27:56.061330,2025-11-12 17:27:56.061330,30,53,55.97,1,Paid_OnTime,Low,29.09,55.97,Review,Manufacturing
INV0001459,MSME002882,3532625.65,Government,Retail,2026-01-31 17:27:56.061330,2026-03-02 17:27:56.061330,30,86,79.44,1,Defaulted,High,67.85,79.44,Approve,Textile
INV0001460,MSME003547,1360015.62,Retail,Government,2026-01-16 17:27:56.061330,2026-03-17 17:27:56.061330,60,54,65.35,1,Paid_OnTime,Low,32.51,65.35,Review,Retail
INV0001461,MSME001670,232710.58,Retail,Manufacturing,2025-11-16 17:27:56.061330,2026-01-15 17:27:56.061330,60,33,78.92,2,Paid_OnTime,Low,9.88,78.92,Approve,Textile
INV0001462,MSME003409,4257642.11,Large Corporate,Real Estate,2025-12-16 17:27:56.061330,2026-01-15 17:27:56.061330,30,17,61.04,2,Paid_OnTime,Medium,35.82,61.04,Review,Services
INV0001463,MSME001964,1075703.16,SME,Government,2026-03-08 17:27:56.061330,2026-05-07 17:27:56.061330,60,67,69.48,2,Paid_OnTime,Medium,59.68,69.48,Review,Food & Beverage
INV0001464,MSME001834,2793844.07,Retail,Automotive,2026-03-25 17:27:56.061330,2026-04-24 17:27:56.061330,30,46,69.88,1,Paid_OnTime,Medium,38.73,69.88,Review,Food & Beverage
INV0001465,MSME003172,1051675.44,SME,FMCG,2026-02-17 17:27:56.061330,2026-04-18 17:27:56.061330,60,54,58.81,1,Paid_OnTime,Medium,62.79,58.81,Review,Food & Beverage
INV0001466,MSME002680,435497.82,Large Corporate,IT Services,2025-10-27 17:27:56.061330,2025-12-26 17:27:56.061330,60,32,67.62,3,Paid_OnTime,Low,13.82,67.62,Review,Services
INV0001467,MSME002399,4832564.68,Large Corporate,Real Estate,2025-11-15 17:27:56.061330,2025-12-15 17:27:56.061330,30,43,86.69,1,Paid_OnTime,Low,29.88,86.69,Approve,Retail
INV0001468,MSME000509,152787.75,Government,Real Estate,2025-12-30 17:27:56.061330,2026-01-29 17:27:56.061330,30,83,87.32,2,Paid_Late,Medium,39.49,87.32,Approve,Food & Beverage
INV0001469,MSME003703,4178461.23,SME,Retail,2026-01-12 17:27:56.061330,2026-03-13 17:27:56.061330,60,46,84.33,1,Paid_OnTime,Medium,58.34,84.33,Approve,Retail
INV0001470,MSME003375,4683831.96,Retail,Real Estate,2026-02-01 17:27:56.061330,2026-05-02 17:27:56.061330,90,41,70.27,2,Paid_OnTime,Medium,48.87,70.27,Approve,Manufacturing
INV0001471,MSME000250,2524700.93,Large Corporate,Government,2026-02-21 17:27:56.061330,2026-03-23 17:27:56.061330,30,21,54.57,2,Paid_Late,Medium,35.65,54.57,Review,Manufacturing
INV0001472,MSME000539,860861.94,SME,Retail,2025-11-30 17:27:56.061330,2025-12-30 17:27:56.061330,30,46,47.59,2,Paid_Late,Medium,50.21,47.59,Review,Retail
INV0001473,MSME002080,815623.96,Retail,IT Services,2025-10-23 17:27:56.061330,2026-01-21 17:27:56.061330,90,33,88.89,1,Paid_OnTime,Low,6.86,88.89,Approve,Services
INV0001474,MSME001745,889647.28,Government,Healthcare,2026-02-03 17:27:56.061330,2026-03-05 17:27:56.061330,30,64,73.56,1,Defaulted,Medium,37.24,73.56,Approve,Retail
INV0001475,MSME003648,790667.86,Large Corporate,Government,2025-10-12 17:27:56.061330,2025-12-11 17:27:56.061330,60,24,95.4,1,Paid_OnTime,Low,13.29,95.4,Approve,Food & Beverage
INV0001476,MSME004882,4390439.41,Large Corporate,Retail,2026-01-27 17:27:56.061330,2026-02-26 17:27:56.061330,30,30,43.37,1,Paid_Late,Low,21.32,43.37,Reject,Manufacturing
INV0001477,MSME002089,3553933.06,SME,Real Estate,2025-11-29 17:27:56.061330,2025-12-29 17:27:56.061330,30,53,51.28,2,Paid_Late,Medium,56.73,51.28,Review,Retail
INV0001478,MSME001915,1571758.31,SME,Government,2025-11-04 17:27:56.061330,2026-02-02 17:27:56.061330,90,46,60.25,1,Paid_Late,Medium,48.62,60.25,Review,Services
INV0001479,MSME002676,370750.01,Large Corporate,Healthcare,2026-03-07 17:27:56.061330,2026-05-06 17:27:56.061330,60,41,58.07,2,Paid_OnTime,Low,16.13,58.07,Review,Food & Beverage
INV0001480,MSME004357,4152634.6,Retail,IT Services,2026-01-17 17:27:56.061330,2026-03-18 17:27:56.061330,60,36,62.15,1,Paid_Late,High,65.32,62.15,Review,Services
INV0001481,MSME000626,1922209.13,Large Corporate,Healthcare,2025-11-27 17:27:56.061330,2026-02-25 17:27:56.061330,90,31,68.24,2,Paid_OnTime,Low,34.83,68.24,Review,Services
INV0001482,MSME002357,4358758.67,SME,Government,2025-11-17 17:27:56.061330,2025-12-17 17:27:56.061330,30,59,76.99,2,Paid_OnTime,Medium,58.14,76.99,Approve,Food & Beverage
INV0001483,MSME001200,1576607.76,Government,Retail,2026-02-11 17:27:56.061330,2026-05-12 17:27:56.061330,90,79,80.93,2,Paid_OnTime,Medium,42.55,80.93,Approve,Food & Beverage
INV0001484,MSME001336,2415578.04,SME,IT Services,2025-10-24 17:27:56.061330,2025-12-23 17:27:56.061330,60,75,49.08,1,Paid_Late,Medium,57.71,49.08,Review,Food & Beverage
INV0001485,MSME004611,933631.94,SME,Automotive,2025-10-02 17:27:56.061330,2025-12-01 17:27:56.061330,60,66,56.76,1,Paid_OnTime,Medium,64.21,56.76,Review,Services
INV0001486,MSME003727,1646612.11,Government,Automotive,2025-10-11 17:27:56.061330,2025-12-10 17:27:56.061330,60,64,75.73,1,Defaulted,Medium,44.56,75.73,Approve,Food & Beverage
INV0001487,MSME002316,3472725.78,Retail,Automotive,2025-10-23 17:27:56.061330,2026-01-21 17:27:56.061330,90,50,79.04,1,Paid_OnTime,Medium,54.98,79.04,Approve,Retail
INV0001488,MSME003746,2924447.84,Government,Manufacturing,2025-10-24 17:27:56.061330,2025-12-23 17:27:56.061330,60,80,39.92,2,Paid_OnTime,Medium,58.63,39.92,Reject,Manufacturing
INV0001489,MSME001096,3964321.98,SME,Healthcare,2025-12-29 17:27:56.061330,2026-02-27 17:27:56.061330,60,61,72.47,1,Paid_Late,Medium,42.35,72.47,Approve,Textile
INV0001490,MSME002859,476137.1,Large Corporate,IT Services,2025-11-18 17:27:56.061330,2026-02-16 17:27:56.061330,90,23,70.83,3,Paid_OnTime,Low,14.99,70.83,Approve,Services
INV0001491,MSME004604,4949630.74,Large Corporate,Real Estate,2026-02-19 17:27:56.061330,2026-04-20 17:27:56.061330,60,34,53.7,2,Paid_Late,Medium,52.78,53.7,Review,Retail
INV0001492,MSME000571,3613062.24,Government,Real Estate,2026-02-02 17:27:56.061330,2026-04-03 17:27:56.061330,60,71,64.52,1,Defaulted,High,66.83,64.52,Review,Food & Beverage
INV0001493,MSME004866,169928.29,SME,Retail,2026-02-12 17:27:56.061330,2026-03-14 17:27:56.061330,30,75,86.05,3,Paid_Late,Medium,63.79,86.05,Approve,Services
INV0001494,MSME003936,1507766.35,SME,Retail,2026-01-21 17:27:56.061330,2026-04-21 17:27:56.061330,90,47,50.47,3,Paid_Late,Medium,43.15,50.47,Review,Textile
INV0001495,MSME004631,1032501.34,SME,Government,2025-11-11 17:27:56.061330,2025-12-11 17:27:56.061330,30,49,93.28,2,Paid_OnTime,Low,10.32,93.28,Approve,Manufacturing
INV0001496,MSME002577,1867170.42,Government,Manufacturing,2026-03-06 17:27:56.061330,2026-06-04 17:27:56.061330,90,62,66.73,2,Paid_OnTime,Medium,51.18,66.73,Review,Services
INV0001497,MSME003776,4943705.0,Government,Government,2026-02-26 17:27:56.061330,2026-04-27 17:27:56.061330,60,88,81.87,3,Paid_Late,Medium,54.14,81.87,Approve,Textile
INV0001498,MSME001743,698293.18,Retail,Automotive,2025-11-04 17:27:56.061330,2025-12-04 17:27:56.061330,30,44,92.45,3,Paid_OnTime,Low,26.99,92.45,Approve,Retail
