msme_id,business_name,industry_type,business_age_years,state,udyam_registered,gst_filing_months,avg_monthly_turnover,gst_compliance_score,turnover_growth_rate,avg_monthly_upi_inflow,upi_transaction_consistency,num_unique_buyers,peak_to_offpeak_ratio,loan_amount_requested,loan_purpose,existing_loans,collateral_available,credit_score,credit_label,filed_months,total_months,gst_filing_pct,avg_monthly_balance_lakhs,total_bounces,low_balance_days_pct
MSME002011,Sri Sarkar Exports,Textile,9,Rajasthan,1,9,227099.4,56.63,9.95,144907.75,1.0,36,3.04,943308.51,Inventory,1,1,67.31,Review,9,12,75.0,0.34,10,17.3
MSME002012,Patel Sur Traders,Manufacturing,17,Madhya Pradesh,0,11,417512.53,72.2,32.19,179750.15,1.0,39,2.11,6104052.47,Machinery,1,1,81.37,Approve,11,12,91.67,0.63,11,11.1
MSME002013,Shri Nadig Industries,Textile,9,Kerala,0,11,323528.67,71.74,-26.4,112391.5,0.854,91,2.17,3600836.47,Inventory,0,0,62.92,Review,11,12,91.67,0.49,6,11.3
MSME002014,Shri Ghosh Industries,Retail,3,Andhra Pradesh,1,11,171110.42,51.46,-2.13,77873.16,1.0,219,4.68,926145.8,Expansion,0,0,58.38,Review,11,12,91.67,0.26,7,19.4
MSME002015,Shri Parikh Manufacturing,Textile,8,Punjab,1,12,521247.97,72.14,7.35,287581.57,0.811,70,3.56,4364223.57,Inventory,0,1,77.61,Approve,12,12,100.0,0.78,10,11.1
MSME002016,Singh Kapoor Services,Food & Beverage,19,Uttar Pradesh,1,12,338345.95,86.13,34.27,205112.08,0.847,227,2.46,1508386.53,Inventory,1,1,90.45,Approve,12,12,100.0,0.51,8,5.5
MSME002017,"Gill, Radhakrishnan and Mohanty",Food & Beverage,20,West Bengal,1,9,360644.51,77.01,15.06,156988.62,1.0,230,4.71,2012539.71,Machinery,1,0,84.27,Approve,9,12,75.0,0.54,5,9.2
MSME002018,Sharma Menon Enterprises,Retail,16,Telangana,1,12,562727.18,77.25,-17.73,220352.26,0.882,433,4.83,4082219.26,Working Capital,0,1,83.03,Approve,12,12,100.0,0.84,8,9.1
MSME002019,Singh Datta Exports,Retail,7,Uttar Pradesh,0,9,803995.38,49.8,0.6,579510.1,0.786,303,2.98,2353656.01,Machinery,0,0,50.76,Review,9,12,75.0,1.21,9,20.1
MSME002020,Agarwal Ltd,Services,7,Telangana,1,9,209226.48,62.98,46.49,152518.36,0.373,33,1.57,1308532.36,Working Capital,1,0,45.41,Review,9,12,75.0,0.31,7,14.8
MSME002021,"Raman, Bali and Gopal",Manufacturing,20,Bihar,1,11,354566.91,80.75,-18.08,156001.69,0.89,21,1.86,5145962.95,Expansion,0,1,90.18,Approve,11,12,91.67,0.53,8,7.7
MSME002022,Patel Nadkarni Manufacturing,Manufacturing,13,Madhya Pradesh,1,12,2008181.19,85.51,40.69,1164858.4,0.67,47,1.91,9743308.93,Working Capital,1,1,81.47,Approve,12,12,100.0,3.01,11,5.8
MSME002023,"Kant, Chawla and Taneja",Manufacturing,3,Haryana,1,12,214299.9,69.67,57.59,111417.35,0.923,103,1.33,1374596.67,Machinery,1,1,76.19,Approve,12,12,100.0,0.32,12,12.1
MSME002024,Singh Dhaliwal Enterprises,Food & Beverage,12,Karnataka,0,6,151011.22,46.97,45.47,56022.69,0.799,292,2.08,766703.66,Working Capital,0,1,56.58,Review,6,12,50.0,0.23,10,21.2
MSME002025,Patel Narula Exports,Manufacturing,8,Madhya Pradesh,1,12,262473.79,80.17,42.5,202181.75,1.0,68,1.7,2994697.39,Working Capital,1,1,84.04,Approve,12,12,100.0,0.39,10,7.9
MSME002026,Shri Brahmbhatt Manufacturing,Services,13,Karnataka,1,8,417676.25,56.06,49.06,127345.92,1.0,19,1.96,3259369.59,Working Capital,0,0,68.86,Review,8,12,66.67,0.63,8,17.6
MSME002027,Shri Khanna Exports,Services,20,Andhra Pradesh,1,12,1758698.84,95.94,-29.88,692554.82,1.0,60,2.35,6836384.43,Expansion,1,1,92.62,Approve,12,12,100.0,2.64,5,1.6
MSME002028,Nagarajan-Ganesh,Manufacturing,16,Karnataka,0,8,1244374.6,65.74,47.72,588318.49,0.606,47,1.96,13904903.96,Expansion,1,1,69.63,Review,8,12,66.67,1.87,8,13.7
MSME002029,Global Chakrabarti Manufacturing,Retail,7,Uttar Pradesh,1,12,155202.0,64.16,27.38,113022.85,0.891,474,3.18,630162.3,Machinery,0,0,63.96,Review,12,12,100.0,0.23,12,14.3
MSME002030,Global Nayak Traders,Services,4,Karnataka,0,12,4677158.87,74.76,1.05,3247476.89,0.781,56,2.03,22791623.19,Working Capital,0,0,65.02,Review,12,12,100.0,7.02,10,10.1
MSME002031,Sharma Sekhon Corporation,Retail,12,Tamil Nadu,1,12,191994.61,87.27,-14.51,113265.69,1.0,189,4.23,456429.14,Working Capital,0,0,91.35,Approve,12,12,100.0,0.29,6,5.1
MSME002032,Shri Apte Exports,Food & Beverage,17,Madhya Pradesh,0,11,56906.9,81.56,15.76,36847.81,0.91,157,3.38,156151.59,Machinery,1,0,78.5,Approve,11,12,91.67,0.09,12,7.4
MSME002033,Kumar Lanka Solutions,Services,1,Rajasthan,0,10,4739057.61,52.55,111.79,2229517.13,0.462,93,1.66,40245407.64,Inventory,0,0,42.07,Reject,10,12,83.33,7.11,11,19.0
MSME002034,Krish Ltd,Retail,17,Rajasthan,1,8,162069.03,76.85,28.04,124837.04,0.536,423,3.25,768332.2,Machinery,0,1,76.27,Approve,8,12,66.67,0.24,10,9.3
MSME002035,Sri Bir Enterprises,Manufacturing,2,Punjab,0,8,580927.45,48.26,4.29,182058.97,1.0,63,2.28,7545504.13,Working Capital,0,1,49.89,Review,8,12,66.67,0.87,10,20.7
MSME002036,Global Palla Industries,Food & Beverage,6,Haryana,0,8,339034.76,47.65,74.22,118819.59,0.893,163,2.14,2341243.65,Expansion,0,0,42.34,Reject,8,12,66.67,0.51,5,20.9
MSME002037,Shri Kunda Corporation,Textile,12,Gujarat,1,10,1155991.79,68.17,31.14,881763.85,0.887,90,3.0,11722178.79,Expansion,0,0,71.71,Approve,10,12,83.33,1.73,6,12.7
MSME002038,Sri Chokshi Manufacturing,Textile,11,Telangana,1,12,63449.15,83.22,31.94,49016.11,0.882,30,2.59,750663.96,Inventory,0,1,88.85,Approve,12,12,100.0,0.1,7,6.7
MSME002039,Shri Agarwal Traders,Manufacturing,11,Rajasthan,1,11,462610.46,79.52,22.25,252254.78,1.0,81,2.07,3289713.91,Machinery,0,1,76.27,Approve,11,12,91.67,0.69,8,8.2
MSME002040,Sri Bava Services,Food & Beverage,18,Maharashtra,0,10,256405.37,87.45,27.86,150825.43,0.894,211,3.76,624771.65,Working Capital,1,1,88.06,Approve,10,12,83.33,0.38,5,5.0
MSME002041,Sarma-Saini,Food & Beverage,8,Rajasthan,0,10,2171858.11,59.43,-46.65,1631649.51,0.939,98,2.58,11154471.57,Expansion,0,0,70.12,Approve,10,12,83.33,3.26,11,16.2
MSME002042,Sachdev Group,Food & Beverage,7,Maharashtra,0,12,207392.55,74.1,18.83,150715.73,0.812,96,3.28,1613497.12,Machinery,0,1,68.86,Review,12,12,100.0,0.31,11,10.4
MSME002043,Panchal-Prashad,Food & Beverage,14,Bihar,0,11,270967.06,68.2,34.9,198070.4,0.868,147,4.48,870700.07,Expansion,0,0,70.28,Approve,11,12,91.67,0.41,5,12.7
MSME002044,Sri Chaudhuri Exports,Textile,16,Gujarat,0,10,1431961.44,80.18,54.51,695779.75,1.0,95,3.93,11305417.33,Machinery,1,1,78.26,Approve,10,12,83.33,2.15,7,7.9
MSME002045,Kumar Srinivas Corporation,Retail,12,Kerala,1,12,817233.45,79.26,72.36,584545.77,0.897,150,4.04,3642931.87,Expansion,0,1,81.27,Approve,12,12,100.0,1.23,6,8.3
MSME002046,Sri Kar Services,Food & Beverage,9,Uttar Pradesh,1,11,167006.44,64.33,42.62,55889.59,0.925,171,4.82,958990.28,Machinery,0,1,76.61,Approve,11,12,91.67,0.25,5,14.3
MSME002047,Sharma Gaba Traders,Retail,20,West Bengal,0,10,739764.6,84.76,20.31,402048.92,0.63,174,3.23,3415648.74,Inventory,1,0,73.2,Approve,10,12,83.33,1.11,9,6.1
MSME002048,Sri Seth Traders,Food & Beverage,16,Kerala,1,8,164355.2,60.04,16.76,68816.09,1.0,168,4.99,1303492.88,Working Capital,1,0,73.08,Approve,8,12,66.67,0.25,7,16.0
MSME002049,Global Borah Services,Services,19,Madhya Pradesh,1,12,1391929.16,85.18,-2.45,442492.74,1.0,32,1.5,11615384.47,Expansion,1,1,100.0,Approve,12,12,100.0,2.09,12,5.9
MSME002050,Sri Bandi Exports,Services,16,Gujarat,0,8,438034.69,65.35,28.65,266590.29,0.614,98,1.82,3634499.47,Expansion,1,0,67.84,Review,8,12,66.67,0.66,7,13.9
MSME002051,Bahri-Nagar,Services,9,Rajasthan,1,11,117517.5,74.88,64.51,39731.49,0.925,32,1.11,617192.05,Working Capital,0,0,76.06,Approve,11,12,91.67,0.18,7,10.0
MSME002052,Cheema-Borah,Food & Beverage,13,Rajasthan,1,11,30413.89,71.51,5.77,10951.42,0.794,154,3.53,200467.8,Inventory,0,0,66.23,Review,11,12,91.67,0.05,12,11.4
MSME002053,Patel Oommen Manufacturing,Retail,5,Andhra Pradesh,1,12,281750.76,58.48,19.65,96041.1,0.773,166,3.03,1445563.8,Machinery,1,0,63.46,Review,12,12,100.0,0.42,9,16.6
MSME002054,Sri Garde Solutions,Textile,19,Andhra Pradesh,1,12,224566.69,82.11,-2.7,176851.61,1.0,116,2.74,2406353.9,Working Capital,1,0,90.0,Approve,12,12,100.0,0.34,11,7.2
MSME002055,Global Prashad Manufacturing,Manufacturing,10,Andhra Pradesh,0,8,497783.5,60.5,40.96,159101.24,0.917,136,2.04,6663472.05,Working Capital,0,0,58.78,Review,8,12,66.67,0.75,12,15.8
MSME002056,Borde PLC,Textile,7,Telangana,1,12,542134.46,60.81,46.2,235762.47,0.855,108,3.69,4896175.46,Working Capital,0,0,63.2,Review,12,12,100.0,0.81,12,15.7
MSME002057,Sri Chander Corporation,Food & Beverage,9,Andhra Pradesh,1,8,40060.39,62.68,-2.32,25077.77,0.857,262,3.87,138085.07,Working Capital,1,1,78.07,Approve,8,12,66.67,0.06,11,14.9
MSME002058,Sharma Nigam Services,Services,14,Uttar Pradesh,1,12,221122.91,89.02,29.61,157371.32,1.0,36,1.58,1504278.38,Expansion,1,0,77.7,Approve,12,12,100.0,0.33,10,4.4
MSME002059,Singh Subramanian Corporation,Services,15,Gujarat,1,10,454557.73,74.07,-50.83,274599.13,1.0,96,1.33,4181066.39,Working Capital,1,1,82.1,Approve,10,12,83.33,0.68,12,10.4
MSME002060,"Balasubramanian, Sankar and Gala",Retail,13,Karnataka,1,12,498847.65,83.65,8.2,393217.1,0.897,399,3.01,2865291.29,Machinery,1,1,88.82,Approve,12,12,100.0,0.75,6,6.5
MSME002061,"Saraf, Dugar and Bera",Food & Beverage,10,Bihar,1,9,1037695.98,61.75,47.12,486528.02,1.0,130,2.39,7254324.52,Expansion,0,1,63.19,Review,9,12,75.0,1.56,8,15.3
MSME002062,Narula and Sons,Textile,14,West Bengal,1,10,1843208.78,68.84,3.29,987964.97,0.87,132,3.02,14382161.05,Expansion,1,0,65.68,Review,10,12,83.33,2.76,10,12.5
MSME002063,Sharma Gupta Exports,Food & Beverage,12,Kerala,1,8,299017.44,54.63,-17.51,212496.96,1.0,138,4.74,2110272.26,Inventory,0,1,69.51,Review,8,12,66.67,0.45,6,18.1
MSME002064,Global Rout Exports,Food & Beverage,19,Tamil Nadu,1,8,333429.99,72.2,32.26,213678.17,0.814,199,3.72,1834315.73,Machinery,1,1,82.18,Approve,8,12,66.67,0.5,7,11.1
MSME002065,Sharma Zachariah Manufacturing,Services,6,Punjab,0,6,298196.39,52.6,12.26,121375.93,0.863,52,2.4,2649284.92,Working Capital,0,0,43.48,Reject,6,12,50.0,0.45,7,19.0
MSME002066,Manda-Mishra,Textile,12,Madhya Pradesh,0,9,1263337.41,73.3,19.91,693994.03,1.0,98,4.29,9166121.22,Working Capital,0,0,57.4,Review,9,12,75.0,1.9,11,10.7
MSME002067,Kumar Khanna Solutions,Manufacturing,13,Haryana,0,12,418340.35,87.89,23.45,329643.69,0.986,79,1.6,5019185.43,Working Capital,1,1,76.24,Approve,12,12,100.0,0.63,9,4.8
MSME002068,Global Char Corporation,Services,8,Tamil Nadu,1,11,166397.71,77.16,37.74,121721.85,0.595,93,1.43,487572.04,Expansion,0,0,68.69,Review,11,12,91.67,0.25,8,9.1
MSME002069,Sharma Bawa Solutions,Textile,16,Tamil Nadu,1,9,78226.2,64.81,42.05,30969.89,0.974,107,3.85,542920.12,Machinery,1,0,85.46,Approve,9,12,75.0,0.12,11,14.1
MSME002070,Sri Ramaswamy Services,Retail,2,Gujarat,0,8,141916.33,39.26,37.02,55332.18,0.728,389,2.09,402514.95,Working Capital,0,1,38.15,Reject,8,12,66.67,0.21,5,24.3
MSME002071,"Swaminathan, Dube and Bhagat",Services,7,Karnataka,1,12,385878.42,69.06,44.45,275593.31,0.748,18,1.23,1631107.37,Working Capital,0,0,68.07,Review,12,12,100.0,0.58,6,12.4
MSME002072,Global Patel Services,Retail,12,Madhya Pradesh,0,11,1433270.05,77.62,14.53,572515.78,0.938,299,2.98,7521638.5,Working Capital,0,1,67.24,Review,11,12,91.67,2.15,6,9.0
MSME002073,Sane Inc,Services,7,Madhya Pradesh,0,7,560697.93,48.46,23.0,295148.42,0.929,60,1.93,3675376.54,Expansion,0,0,45.19,Review,7,12,58.33,0.84,6,20.6
MSME002074,Srinivasan-Iyengar,Food & Beverage,19,Delhi,0,12,456808.68,96.35,15.83,178328.66,0.661,256,2.26,3104572.36,Working Capital,1,1,83.96,Approve,12,12,100.0,0.69,8,1.5
MSME002075,Shri Chatterjee Enterprises,Textile,14,Tamil Nadu,0,10,577470.43,77.01,-14.32,177474.81,1.0,32,3.26,4201372.1,Expansion,0,0,61.48,Review,10,12,83.33,0.87,10,9.2
MSME002076,Patel Bal Enterprises,Retail,9,Kerala,0,12,2054987.58,76.18,52.24,1515968.08,0.875,384,4.64,15753339.17,Machinery,1,0,72.48,Approve,12,12,100.0,3.08,7,9.5
MSME002077,Garde Ltd,Services,18,Delhi,0,10,976526.85,70.09,16.5,673317.43,1.0,43,1.31,4894519.66,Machinery,0,1,65.29,Review,10,12,83.33,1.46,7,12.0
MSME002078,Global Manne Corporation,Retail,11,Haryana,1,9,434671.41,57.51,54.98,232677.09,0.799,400,4.23,2066486.88,Working Capital,0,1,66.56,Review,9,12,75.0,0.65,5,17.0
MSME002079,Solanki Inc,Services,16,Madhya Pradesh,0,8,258828.81,65.9,26.63,98300.46,0.993,15,2.08,2142578.48,Inventory,1,1,69.91,Review,8,12,66.67,0.39,12,13.6
MSME002080,Shri Morar Traders,Services,19,West Bengal,1,12,116976.61,98.03,25.67,82258.99,0.956,70,2.29,868934.35,Machinery,1,0,88.89,Approve,12,12,100.0,0.18,7,0.8
MSME002081,Sinha-Suresh,Manufacturing,11,Telangana,0,10,4820599.63,64.85,38.76,2312362.77,0.605,128,2.48,28931564.81,Machinery,0,0,62.07,Review,10,12,83.33,7.23,9,14.1
MSME002082,"Lanka, Chand and Ram",Manufacturing,18,Karnataka,1,11,1740715.45,85.43,22.46,1098347.2,0.918,74,1.26,17803868.33,Expansion,1,1,89.44,Approve,11,12,91.67,2.61,5,5.8
MSME002083,Prabhakar Group,Manufacturing,11,Telangana,1,11,526174.06,82.11,-0.34,241170.42,1.0,29,1.47,2583186.14,Working Capital,1,0,81.7,Approve,11,12,91.67,0.79,7,7.2
MSME002084,Grover-Sehgal,Retail,4,Kerala,0,7,3808510.09,40.45,17.48,1965737.93,0.711,428,3.04,11029197.67,Machinery,0,1,51.44,Review,7,12,58.33,5.71,11,23.8
MSME002085,Global Basu Corporation,Food & Beverage,18,Uttar Pradesh,1,12,394544.32,80.33,44.4,223996.98,1.0,160,4.56,1036650.84,Expansion,1,1,91.66,Approve,12,12,100.0,0.59,11,7.9
MSME002086,Sri Lall Corporation,Services,19,Haryana,0,11,199232.07,85.26,33.08,135678.66,1.0,87,1.17,640069.61,Expansion,0,0,69.92,Review,11,12,91.67,0.3,10,5.9
MSME002087,Shroff-Lall,Textile,13,Uttar Pradesh,1,12,2491406.99,80.54,-6.19,1783932.85,1.0,93,2.33,10755811.64,Working Capital,0,1,85.25,Approve,12,12,100.0,3.74,11,7.8
MSME002088,Shri Kara Services,Manufacturing,4,Punjab,0,10,142668.1,66.1,34.03,74440.42,0.856,28,2.21,2095123.6,Working Capital,0,1,59.73,Review,10,12,83.33,0.21,9,13.6
MSME002089,Global Luthra Corporation,Retail,10,Tamil Nadu,0,7,273463.43,44.7,-9.37,113903.01,0.839,199,2.51,1675909.12,Working Capital,0,1,51.28,Review,7,12,58.33,0.41,8,22.1
MSME002090,Patel Bhatia Manufacturing,Retail,5,Andhra Pradesh,0,11,104737.44,61.48,17.49,39467.65,0.895,485,3.29,633971.99,Inventory,0,0,53.33,Review,11,12,91.67,0.16,6,15.4
MSME002091,Patel Dora Traders,Retail,3,Kerala,1,12,169529.13,60.75,60.75,79742.08,0.559,451,3.76,1250331.31,Expansion,0,1,64.73,Review,12,12,100.0,0.25,12,15.7
MSME002092,"Chatterjee, Chada and Padmanabhan",Textile,16,Madhya Pradesh,1,11,730993.89,81.25,0.04,512347.58,1.0,109,4.41,6783786.64,Machinery,1,1,93.78,Approve,11,12,91.67,1.1,10,7.5
MSME002093,"Sachdev, Karan and Bhat",Textile,8,Telangana,0,7,861984.97,41.35,12.63,376679.6,0.822,97,4.08,7309556.83,Working Capital,0,0,49.88,Review,7,12,58.33,1.29,5,23.5
MSME002094,Kumar Ram Solutions,Manufacturing,7,Gujarat,1,12,176810.59,74.72,-8.33,57244.19,1.0,124,2.17,2288566.08,Working Capital,1,1,79.27,Approve,12,12,100.0,0.27,7,10.1
MSME002095,Singh Virk Industries,Textile,19,Delhi,1,12,5042217.17,88.2,30.27,2935266.44,0.896,66,3.77,46795132.25,Inventory,0,1,97.25,Approve,12,12,100.0,7.56,7,4.7
MSME002096,Patel Sahota Services,Manufacturing,14,Tamil Nadu,1,11,54095.17,80.85,18.67,17137.72,0.864,92,1.67,606408.87,Machinery,1,1,84.37,Approve,11,12,91.67,0.08,9,7.7
MSME002097,Sharma Wason Enterprises,Textile,15,Delhi,1,12,671889.6,81.46,-1.0,498852.88,1.0,130,4.64,2666612.2,Expansion,0,0,85.39,Approve,12,12,100.0,1.01,11,7.4
MSME002098,Sri Soman Manufacturing,Textile,17,Rajasthan,1,8,692834.43,68.32,25.52,442742.15,1.0,180,4.09,2516189.97,Working Capital,0,1,89.22,Approve,8,12,66.67,1.04,10,12.7
MSME002099,Singh Keer Traders,Textile,1,Rajasthan,1,8,789017.1,52.74,21.61,338032.82,0.853,93,4.37,3537922.8,Expansion,0,0,47.91,Review,8,12,66.67,1.18,5,18.9
MSME002100,Sri Soni Exports,Manufacturing,6,Andhra Pradesh,1,12,1906271.77,63.22,27.55,1018989.48,0.987,121,1.48,21837535.7,Working Capital,1,0,73.46,Approve,12,12,100.0,2.86,5,14.7
MSME002101,Brar-Rana,Services,15,Rajasthan,0,8,13669.53,60.18,-8.09,9153.23,1.0,28,1.75,87680.97,Expansion,0,0,59.16,Review,8,12,66.67,0.02,10,15.9
MSME002102,Sharma Banerjee Enterprises,Manufacturing,12,Uttar Pradesh,1,11,262132.29,75.02,6.9,198654.84,0.794,115,1.85,2767811.02,Inventory,0,0,78.24,Approve,11,12,91.67,0.39,8,10.0
MSME002103,Kumar Thakkar Manufacturing,Services,20,Bihar,0,8,636565.75,76.54,18.43,469293.38,0.917,48,1.69,3432362.8,Working Capital,1,1,80.23,Approve,8,12,66.67,0.95,12,9.4
MSME002104,Kumar Varughese Exports,Retail,2,Bihar,1,12,3415013.98,60.09,48.34,1143229.75,0.978,352,4.55,23691712.83,Inventory,0,1,76.78,Approve,12,12,100.0,5.12,6,16.0
MSME002105,"Din, Dara and Sen",Retail,5,Maharashtra,1,12,220095.25,67.89,-9.39,74957.98,0.711,232,4.88,1420273.33,Machinery,0,1,73.01,Approve,12,12,100.0,0.33,6,12.8
MSME002106,Ganesh and Sons,Manufacturing,9,Punjab,1,11,526802.68,63.89,17.87,315482.03,0.599,117,1.16,2432517.37,Expansion,1,0,66.3,Review,11,12,91.67,0.79,8,14.4
MSME002107,Global Hans Enterprises,Services,20,Kerala,1,12,1267898.69,82.72,39.8,695122.96,1.0,71,1.19,5074321.86,Machinery,1,0,88.56,Approve,12,12,100.0,1.9,5,6.9
MSME002108,Basak Group,Services,14,Haryana,1,12,124348.64,75.77,16.54,55517.76,0.853,41,2.46,819825.5,Working Capital,1,0,66.88,Review,12,12,100.0,0.19,10,9.7
MSME002109,Patel Brar Corporation,Services,18,Uttar Pradesh,0,9,545389.91,82.83,7.07,429814.45,1.0,88,1.2,2145930.71,Expansion,1,0,76.28,Approve,9,12,75.0,0.82,9,6.9
MSME002110,Sharma Saran Manufacturing,Retail,8,Haryana,1,9,389975.13,65.54,1.55,262505.34,0.654,416,2.58,1110206.59,Working Capital,1,1,69.28,Review,9,12,75.0,0.58,9,13.8
MSME002111,Divan PLC,Manufacturing,2,Punjab,0,8,319463.25,39.14,2.95,205625.31,0.85,29,2.21,1314386.25,Working Capital,0,0,35.39,Reject,8,12,66.67,0.48,12,24.3
MSME002112,Nagarajan-Bhavsar,Food & Beverage,9,Kerala,1,11,728168.95,60.26,20.61,284470.01,0.864,101,4.85,5750886.07,Expansion,0,0,73.35,Approve,11,12,91.67,1.09,6,15.9
MSME002113,Sharma Chahal Exports,Services,7,West Bengal,1,10,7064691.26,54.03,-34.64,3122349.41,1.0,55,1.48,29918960.43,Machinery,1,1,69.98,Review,10,12,83.33,10.6,5,18.4
MSME002114,Kumar Rama Traders,Services,18,Andhra Pradesh,1,12,653943.14,82.87,1.32,394006.85,0.816,19,2.0,3706745.97,Inventory,1,0,89.94,Approve,12,12,100.0,0.98,9,6.9
MSME002115,Sri Ranganathan Corporation,Food & Beverage,16,Telangana,0,11,27248.49,86.06,25.44,19013.95,0.862,123,4.07,156995.04,Working Capital,0,1,75.79,Approve,11,12,91.67,0.04,12,5.6
MSME002116,Global Nanda Exports,Manufacturing,5,Haryana,1,11,233310.38,59.76,33.64,178606.14,1.0,34,2.38,1622625.39,Machinery,1,1,67.19,Review,11,12,91.67,0.35,8,16.1
MSME002117,Singh Majumdar Traders,Services,15,Rajasthan,0,6,3132972.77,51.21,-8.4,2032871.49,1.0,70,2.34,26958253.85,Working Capital,1,1,57.73,Review,6,12,50.0,4.7,10,19.5
MSME002118,Kumar Venkatesh Exports,Manufacturing,5,Punjab,1,10,497830.99,57.08,-0.7,253554.55,0.803,125,1.71,5531008.07,Machinery,0,0,68.67,Review,10,12,83.33,0.75,12,17.2
MSME002119,Shri Shanker Manufacturing,Services,11,Haryana,1,12,129938.38,68.98,16.86,83880.28,0.837,48,1.86,992197.2,Expansion,0,1,70.33,Approve,12,12,100.0,0.19,10,12.4
MSME002120,Kumar Arora Solutions,Textile,14,Rajasthan,1,12,1422352.48,80.4,30.53,475901.6,0.864,93,4.48,6234304.26,Inventory,0,0,78.6,Approve,12,12,100.0,2.13,5,7.8
MSME002121,Shri Virk Enterprises,Services,19,Bihar,0,9,246698.13,79.51,5.75,148029.09,0.741,82,1.94,1953742.99,Working Capital,1,1,74.05,Approve,9,12,75.0,0.37,12,8.2
MSME002122,Chowdhury-Sachdeva,Textile,3,West Bengal,0,10,599848.56,53.54,17.77,448274.29,0.331,79,2.75,2085527.71,Machinery,0,1,47.51,Review,10,12,83.33,0.9,8,18.6
MSME002123,Singh Doctor Industries,Manufacturing,10,Karnataka,1,12,170658.98,68.47,23.47,105548.02,0.732,50,2.43,1339903.16,Working Capital,0,1,77.81,Approve,12,12,100.0,0.26,5,12.6
MSME002124,Sri Divan Solutions,Services,6,Maharashtra,0,10,321466.85,59.73,-13.84,97652.03,0.653,69,2.5,1841721.42,Expansion,1,1,60.33,Review,10,12,83.33,0.48,7,16.1
MSME002125,Sharma Chaudhry Traders,Retail,3,Bihar,1,10,426691.51,61.42,83.44,276180.16,0.746,253,3.54,1096917.73,Inventory,0,1,65.04,Review,10,12,83.33,0.64,10,15.4
MSME002126,Kumar Cherian Manufacturing,Retail,2,Karnataka,0,12,392013.47,54.53,25.6,259991.98,0.726,131,4.51,2099367.69,Machinery,0,0,42.65,Reject,12,12,100.0,0.59,8,18.2
MSME002127,"Chaudhuri, Mangal and Wason",Food & Beverage,13,Bihar,0,9,624194.36,58.42,6.24,356174.4,0.707,124,3.81,2525261.41,Inventory,1,0,61.22,Review,9,12,75.0,0.94,12,16.6
MSME002128,Sri Padmanabhan Industries,Retail,18,Uttar Pradesh,0,8,563232.87,66.7,43.51,398793.72,0.602,448,3.55,1583648.22,Inventory,0,0,62.02,Review,8,12,66.67,0.84,5,13.3
MSME002129,Sri Roy Services,Textile,2,Madhya Pradesh,0,9,169430.99,48.8,27.27,67966.5,0.723,55,2.87,943593.57,Machinery,0,0,41.41,Reject,9,12,75.0,0.25,11,20.5
MSME002130,Shri Lalla Solutions,Retail,15,Karnataka,1,12,3345010.48,76.83,10.64,1687522.43,1.0,405,2.12,18335580.93,Machinery,0,1,98.64,Approve,12,12,100.0,5.02,10,9.3
MSME002131,Sunder-Solanki,Retail,5,Kerala,0,12,366544.68,58.04,24.3,257971.58,0.875,194,4.75,1228619.54,Working Capital,0,0,50.5,Review,12,12,100.0,0.55,11,16.8
MSME002132,Gera LLC,Retail,15,Gujarat,1,11,87496.5,72.72,16.04,52659.32,0.84,489,4.15,421875.06,Expansion,0,0,79.17,Approve,11,12,91.67,0.13,9,10.9
MSME002133,Dhawan-Ratti,Services,17,Bihar,1,12,36884.34,84.21,-0.39,29403.55,0.861,75,2.08,283202.59,Expansion,0,0,86.11,Approve,12,12,100.0,0.06,8,6.3
MSME002134,Global Barad Exports,Food & Beverage,2,Kerala,1,11,435764.95,50.42,62.52,145820.97,0.571,204,2.89,2469931.18,Working Capital,0,1,50.93,Review,11,12,91.67,0.65,8,19.8
MSME002135,Patel Randhawa Enterprises,Manufacturing,18,Tamil Nadu,1,9,218370.03,78.82,-22.44,92186.12,0.81,146,1.79,2875689.76,Working Capital,1,1,78.12,Approve,9,12,75.0,0.33,5,8.5
MSME002136,Kumar Narula Industries,Food & Beverage,15,Uttar Pradesh,1,11,791753.7,79.38,4.87,316355.23,0.945,269,2.63,4870740.89,Working Capital,1,0,82.1,Approve,11,12,91.67,1.19,10,8.2
MSME002137,"Khanna, Bawa and Soman",Textile,20,Haryana,1,9,609500.93,76.19,61.36,480406.26,0.895,163,2.32,4485596.72,Expansion,1,1,87.35,Approve,9,12,75.0,0.91,5,9.5
MSME002138,Pradhan-Bahri,Services,3,Haryana,1,10,59920253.59,56.54,26.46,44019295.47,0.996,52,2.4,383347932.56,Working Capital,0,1,68.73,Review,10,12,83.33,89.88,9,17.4
MSME002139,Singh Nazareth Exports,Services,5,Madhya Pradesh,1,9,116924.77,58.12,-24.64,42860.15,0.799,15,1.92,524448.63,Working Capital,0,0,58.86,Review,9,12,75.0,0.18,9,16.8
MSME002140,Mukhopadhyay-Mand,Retail,11,Andhra Pradesh,0,12,1574146.98,86.4,43.24,750713.77,1.0,297,4.48,11951210.29,Expansion,0,1,75.03,Approve,12,12,100.0,2.36,5,5.4
MSME002141,Chaudhari-Kari,Retail,9,Rajasthan,1,10,119668.65,70.67,7.9,39047.71,0.924,332,4.85,886930.6,Machinery,0,1,80.72,Approve,10,12,83.33,0.18,10,11.7
